sha256:c5fc1632ef9a9b31723738032ae447287a27e7c57baa779a6d00e446fd9d9f61,amd64,windows,"Windows Server, version 1909",4.8,4.8/runtime/windowsservercore-1909/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",4.8,4.8/runtime/windowsservercore-1909/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:20c838970eaf62a9d97ad90b462e6097545c04c4b5f816305463025258b18672,amd64,windows,Windows Server 2019,4.8,4.8/sdk/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.8,4.8/sdk/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:02a494c179ded04a0819c0497044cc2361459203b6649bd5df3eed48e4f955c0,amd64,windows,Windows Server 2019,3.5,3.5/sdk/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
3.5-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,3.5,3.5/sdk/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:34b1869c7367c0e0fcbab200207e9d78f3c0fd0e6b164785ad40c9a6f599689a,amd64,windows,Windows Server 2016,4.7.2,4.7.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.7.2-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.2,4.7.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:13e982ef1ce1af8b314f3958f9352c3fdc3ee838d9c5f56a670b71b5d6106dd0,amd64,windows,Windows Server 2016,4.6.2,4.6.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.6.2-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.6.2,4.6.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:0341377029a0900cd449d3cffd279ded06424c02da3285ba68c2381e7d94bb35,amd64,windows,Windows Server 2019,4.7.2,4.7.2/wcf/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.7.2-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.7.2,4.7.2/wcf/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:9fedf05bdf27fb3d43dcadccbb237c3fbdac13fd60dfe8853bcb4dda0e31c1f4,amd64,windows,Windows Server 2016,4.7,4.7/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.7-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7,4.7/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:a856f5d9f52fcabe241868209fbd264859538125e65230a5df0366bc732952e3,amd64,windows,Windows Server 2016,4.6.2,4.6.2/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.6.2-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.6.2,4.6.2/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:05fcacfd83b3e3a500d3786916f583f5a7a6094a843db5c1d285f8b8c2892bab,amd64,windows,Windows Server 2016,3.5,3.5/sdk/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
3.5-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,3.5,3.5/sdk/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:8a3c5c6f59045590a03ec3f84709b1e805dddcfdd5848ad6c21f368ca3971faf,amd64,windows,"Windows Server, version 1903",4.8,4.8/aspnet/windowsservercore-1903/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",4.8,4.8/aspnet/windowsservercore-1903/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:9a1a7c50b4ff268a74a1cddb8e7ad88834342c2b511cc9f2565f41ed867b65e9,amd64,windows,"Windows Server, version 1903",3.5,3.5/aspnet/windowsservercore-1903/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
3.5-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",3.5,3.5/aspnet/windowsservercore-1903/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:fdff8b3442bbd2ef1bf991b425c44a014b19843dc4fa070a82ae167949f25d23,amd64,windows,Windows Server 2016,4.7.2,4.7.2/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.7.2-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.2,4.7.2/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:7e81f462be36ba1362062306426c65547e6d63b2eab0b5583808581081393a79,amd64,windows,Windows Server 2016,4.8,4.8/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.8,4.8/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:fabc4489df564650537181628d7dcccd77a520a87c929ca16001f0aee5befd18,amd64,windows,Windows Server 2016,4.8,4.8/sdk/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.8,4.8/sdk/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:a1bd1a6dc00f2734b5071b9295f715f36a653e4b2d259c1a4a4d9e8cd6f3ade8,amd64,windows,Windows Server 2016,4.8,4.8/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.8,4.8/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:64ed30c965a8bffa74be111504a3d5ef1655d49dc1836b0648fb99f5493749b8,amd64,windows,Windows Server 2016,4.7,4.7/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.7-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7,4.7/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:fd80189a8306009f5d3dc0f564378fbd69660e2db52cda5fa763f88a4044e964,amd64,windows,"Windows Server, version 1909",3.5,3.5/aspnet/windowsservercore-1909/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
3.5-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",3.5,3.5/aspnet/windowsservercore-1909/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:85433707a809232402827a359c80d0aa08226e7833aa2914be2113e694d2b6ae,amd64,windows,Windows Server 2019,4.8,4.8/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.8,4.8/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:ed870edad6bb84b1967b68d92d6a5009295a8e655bd1a9fe1c35e4706a546026,amd64,windows,Windows Server 2016,3.5,3.5/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,3.5,3.5/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:1e9e9abab202c4066b23fb949f8b56b1c8c626ac2d39384f1e5838bc7d30748b,amd64,windows,"Windows Server, version 1909",3.5,3.5/sdk/windowsservercore-1909/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
3.5-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",3.5,3.5/sdk/windowsservercore-1909/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:95f7eaf5346cf3641a4fab67e56ae5b08184cfe6fa0b34ab4eb85e070ff0d361,amd64,windows,Windows Server 2019,4.7.2,4.7.2/aspnet/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.7.2-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.7.2,4.7.2/aspnet/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:cc259df604c018f4f6a3a41b3de0cd087265c6a88073db7832c39eee4d4a270d,amd64,windows,Windows Server 2019,3.5,3.5/aspnet/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
3.5-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,3.5,3.5/aspnet/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:336b4999f1c06b7e4ae19483c6140252d85c99e7085c72978e453761e5de4170,amd64,windows,"Windows Server, version 1903",4.8,4.8/wcf/windowsservercore-1903/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",4.8,4.8/wcf/windowsservercore-1903/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:25cabb8faf9194bef4bfda0494db051bc9cbbc921e589d0be1e41bd0349ea02d,amd64,windows,Windows Server 2016,4.7,4.7/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.7-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7,4.7/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:19cd06b12b26961e42caf53fe5c87e923c38a22f8af6e6db1ced5b248a326d15,amd64,windows,Windows Server 2016,4.7.1,4.7.1/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.7.1-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.1,4.7.1/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:fb04ac71d809a06bd695d7647cff47a1c5ceb2e2b11c1ed7dd32283158522e36,amd64,windows,Windows Server 2019,4.8,4.8/aspnet/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.8,4.8/aspnet/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:0669c214f545e14db23ac9f6eca2cecd33436d591c15052258cbddb0fa23ffd3,amd64,windows,Windows Server 2019,4.8,4.8/wcf/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.8,4.8/wcf/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:2a821dac4f33d395037f812e992476ca6f845ac75a7246bffb0a9d18d267801d,amd64,windows,Windows Server 2016,4.7.1,4.7.1/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.7.1-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.1,4.7.1/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:0e066d411a64a3eed28980c7c13ab34489129cdec650820b80ffcdf2f959e8b1,amd64,windows,"Windows Server, version 1903",4.8,4.8/runtime/windowsservercore-1903/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",4.8,4.8/runtime/windowsservercore-1903/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:dd9af7c7aee83bbdb7be28c8270eba248801f10c097d30c89a00a9f89f7981af,amd64,windows,Windows Server 2019,3.5,3.5/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,3.5,3.5/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:acc213717f8fe63c4e7e9c33fe6d541c566881750606c1d904019f181bcc46c3,amd64,windows,"Windows Server, version 1909",4.8,4.8/sdk/windowsservercore-1909/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",4.8,4.8/sdk/windowsservercore-1909/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:3b1237c90c0d1c307cf3aaafb4863438f1fb7035a57d53eaf41a73da1a845b02,amd64,windows,Windows Server 2016,4.8,4.8/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.8-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.8,4.8/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:19170f3401088724459babacb052a3c2c6e099a63fd9e6900cee66d9200cead4,amd64,windows,Windows Server 2016,4.7.2,4.7.2/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.7.2-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.2,4.7.2/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:ae496748200334f8f0c335627f44812bf91a92f95aca4a4971f537218efbb908,amd64,windows,"Windows Server, version 1909",3.5,3.5/runtime/windowsservercore-1909/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",3.5,3.5/runtime/windowsservercore-1909/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:e1318e716d4394727fb648195681f48148714c8a4a24af0c2ee9e054e886f04c,amd64,windows,"Windows Server, version 1903",3.5,3.5/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
3.5-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",3.5,3.5/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:5023f3c51072a7cc4a1cb5b5ae62160dc4e1908097a4f5e417aaba60fac568f9,amd64,windows,"Windows Server, version 1909",4.8,4.8/aspnet/windowsservercore-1909/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",4.8,4.8/aspnet/windowsservercore-1909/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:97dd6a1e9a7df2a71011e836778c71283f459a2fe4a56c38cbcd90b8de0bd887,amd64,windows,Windows Server 2016,3.5,3.5/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
3.5-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,3.5,3.5/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:8afb946d6861db06294a6c20e1a0d662be428f773568a2a856541eee54483324,amd64,windows,"Windows Server, version 1909",4.8,4.8/wcf/windowsservercore-1909/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",4.8,4.8/wcf/windowsservercore-1909/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:5bc00a95fd53d5812a0e2f02eb54eff089e94c8cc07e178b6a2282cbe575adec,amd64,windows,Windows Server 2016,4.6.2,4.6.2/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.6.2-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.6.2,4.6.2/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:cd65871c8081397b6231c59b70be0175e4afa032c41e00b996b6f2fa6af37e71,amd64,windows,Windows Server 2019,4.7.2,4.7.2/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.7.2-20200114-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.7.2,4.7.2/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:6a608f809b6b5bd59099290f82e6f8cedf8df262980552e79e4194a7258cc46f,amd64,windows,"Windows Server, version 1903",3.5,3.5/runtime/windowsservercore-1903/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",3.5,3.5/runtime/windowsservercore-1903/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:8c57249ed2e441bad7aa6b230d55f6f7fc6cea3a38df599df77f36ad9edcfc7e,amd64,windows,"Windows Server, version 1903",4.8,4.8/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
4.8-20200114-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",4.8,4.8/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:d607e727d4ede90accb82508a8a1db17b3cae485666d25a4034e0aadc4a94058,amd64,windows,Windows Server 2016,4.7.1,4.7.1/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.7.1-20200114-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.1,4.7.1/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:1cbde6d1a86893655d8132bf08faa613bf925d0f56b5b0c68e43cac819f57124,amd64,windows,Windows Server 2016,4.8,4.8/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.8-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.8,4.8/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:9a74fb584bd54c3e73aa6b99450a4192ffed047107c001890e1ab15058fe234b,amd64,windows,Windows Server 2019,3.5,3.5/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20191210-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,3.5,3.5/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:f4f63480c9619296a31182a5ebfc739581ee7b05709b2f176f805fc353b51a26,amd64,windows,Windows Server 2016,3.5,3.5/sdk/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
3.5-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,3.5,3.5/sdk/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:845011a6f2c245992fe4a521fb42f9f186eaf8af50995a616dc7720fe289706a,amd64,windows,Windows Server 2016,4.8,4.8/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.8-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.8,4.8/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:d6efdb419f2afe7f398ed18aa659847e4be1c3ee21ff76f482ce2145fa1cf957,amd64,windows,Windows Server 2016,4.6.2,4.6.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.6.2-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.6.2,4.6.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:87d896f135558a11c10dcaebfc5a11b7cefb4a9d9b89264beeb76d5855e914c7,amd64,windows,Windows Server 2016,4.7.1,4.7.1/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.7.1-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.1,4.7.1/wcf/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:96aae679819f7dde5e99f011f2e89719817419e28efae8ad745bbbe6a2101192,amd64,windows,Windows Server 2019,4.7.2,4.7.2/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.7.2-20191210-windowsservercore-ltsc2019,amd64,windows,Windows Server 2019,4.7.2,4.7.2/runtime/windowsservercore-ltsc2019/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:9a3ca09ba30cb06533564fb3e0b3afc4ea6d56919c332685839f6237ca89451a,amd64,windows,Windows Server 2016,3.5,3.5/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,3.5,3.5/runtime/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:c62be753c2c43a589d152fde11579576b592781214bbb2d610ddd3bae7aa703e,amd64,windows,"Windows Server, version 1903",4.8,4.8/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
4.8-20191210-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",4.8,4.8/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
sha256:5bfc288b8a7f9eaae74354ae2c48146e557939a94ad205ad7782b0f240d8aa98,amd64,windows,Windows Server 2016,4.7.2,4.7.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
4.7.2-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,4.7.2,4.7.2/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:5ae4d74cf0456fd2bf3a7890c312def139ebd1b90a3e3d73a342a19336f8ab63,amd64,windows,Windows Server 2016,3.5,3.5/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
3.5-20191210-windowsservercore-ltsc2016,amd64,windows,Windows Server 2016,3.5,3.5/aspnet/windowsservercore-ltsc2016/Dockerfile,dotnet/framework/aspnet,2020-03-11 13:52:00
sha256:844ce30a1f573980c6602435dd5726f1f12911c160275ec3d9f75fae1fa93af7,amd64,windows,"Windows Server, version 1909",4.8,4.8/wcf/windowsservercore-1909/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
4.8-20191210-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",4.8,4.8/wcf/windowsservercore-1909/Dockerfile,dotnet/framework/wcf,2020-03-11 13:52:00
sha256:7ad5333acb608229c1107ec09ad28a4342efd8077a826ba5f471288680249fd1,amd64,windows,"Windows Server, version 1903",4.8,4.8/runtime/windowsservercore-1903/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
4.8-20191210-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",4.8,4.8/runtime/windowsservercore-1903/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:02b1aecd31df459092e8848fcb399755ec5a64824ee293bbf8812e53f8647579,amd64,windows,"Windows Server, version 1909",3.5,3.5/runtime/windowsservercore-1909/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
3.5-20191210-windowsservercore-1909,amd64,windows,"Windows Server, version 1909",3.5,3.5/runtime/windowsservercore-1909/Dockerfile,dotnet/framework/runtime,2020-03-11 13:52:00
sha256:986ee399074b2884fb418e978798ebf1bbc524e6a053846cd608649dcf8d5c7c,amd64,windows,"Windows Server, version 1903",3.5,3.5/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
3.5-20191210-windowsservercore-1903,amd64,windows,"Windows Server, version 1903",3.5,3.5/sdk/windowsservercore-1903/Dockerfile,dotnet/framework/sdk,2020-03-11 13:52:00
